Response ID..,"No Trucks, Plus Incentives: drivetrain design 1","No Trucks, Plus Incentives: drivetrain design 2","No Trucks, Plus Incentives: drivetrain design 3","No Trucks, Plus Incentives: drivetrain design 4","No trucks, plus incentives: drivetrain design",Respondent Education,rRespondent Education,Respondent Gender,Respondent Sex,Gender 2,Income 2,rIncome,Veh 1 Total Price,"Veh 1 Total Price, don't know","Fuel economy, gasoline / diesel / ethanol","Fuel economy, gasoline / diesel / ethanol truncated","Fuel economy, gasoline / diesel / ethanol, no idea",Distance,Distance Week/Month,Respondent's vehicle's monthly miles,Respondent's vehicle's monthly miles truncated,Fuel spending,Fuel spending Week/month,Respondent's car fuel spending per month,Respondent's car fuel spending per month (trunc),Daily flexibility,Commute,Home Park own car,Home Park other car,Garage or Carport,Home park: 110,Home Park: 220,Home park: EVSE,Home park: none,Home park: don't know,Highest Home PEV Charging Access,Electricy install authority,Home natural gas,Should government offer incentives,Replacement: Electricity,Replacement: Hydrogen,Seen Public EVSEs,Seen Public EVSEs yes/no,Personal interest in ZEV tech,Consider an EV,rConsiderEV,Consider an FCV,rConsiderFCV,Incentives: Federal,Base body size,Base body size 2,Familiarity: Gasoline Vehicles,Familiarity: EVs,Familiarity: HEVs,Familiarity: PHEVs,Familiarity: FCVs,Familiarity Gasoline Vehicles (trunc),Familiarity EVs (trunc),Familiarity HEVs (trunc),Familiarity PHEVs (trunc),Familiarity FCVs (trunc),Driving exp: EV,Driving exp: HEV,Driving exp: PHEV,Driving exp: FCV,Driving exp: EV (trunc),Driving exp: HEV (trunc),Driving exp: PHEV (trunc),Driving exp: FCV (trunc),EV: home charge,EV: public charging,EV: charge time,EV: range,EV: purchase price,EV: safety,EV: reliability,EV: home charge (trunc),EV: public charging (trunc),EV: charge time (trunc),EV: range (trunc),EV: purchase price (trunc),EV: safety (trunc),EV: reliability (trunc),FCV: public refueling,FCV: fueling time,FCV: range,FCV: purchase price,FCV: safety,FCV: reliability,FCV: public refueling (trunc),FCV: fueling time (trunc),FCV: range (trunc),FCV: purchase price (trunc),FCV: safety (trunc),FCV: reliabilty (trunc),Environmental risk,Environmental Risk (trunc),Health risk,Health Risk (trunc),Urgent national need,Urgent national need (trunc),Market provides incentives,Market incentives (trunc),Air pollution: lifesyle,Air pollution: lifestyle (trunc),Air pollution: personal worry,Air pollution: personal worry (trunc),Air pollution: regional threat,Air pollution: regional threat (trunc),Global warming: certainty,Global warming: certainty (trunc),Climate change: lifestyle,Climate change: lifestyle (trunc),Familiarity Factor1,Familiarity Factor2,Driving Experience Factor1,Driving Experience Factor2,Prior EV Factor1,Prior EV Factor2,Prior EV Factor3,Prior EV Factor4,Prior FCV Factor1,Prior FCV Factor2,Prior FCV Factor3,Enviro Factor1b,Enviro Factor2b,Enviro Factor3b,Pro-ZEV: tech,Pro-ZEV: fun,Pro-ZEV: safer,Pro-ZEV: fuel cost,Pro-ZEV: comfortable,Pro-ZEV: looks,Pro-ZEV: impression,Pro-ZEV: lifestyle,Pro-ZEV: purchase cost,Pro-ZEV: maintenance cost,Pro-ZEV: climate change,Pro-ZEV: oil imports,Pro-ZEV: money to oil producers,Pro-ZEV: air quality,Pro-ZEV: home charge convenience,Pro-ZEV: incentives,w Pro-ZEV: tech,w Pro-ZEV: fun,w Pro-ZEV: safer,w Pro-ZEV: fuel cost,w Pro-ZEV: comfortable,w Pro-ZEV: looks,w Pro-ZEV: impression,w Pro-ZEV: lifestyle,w Pro-ZEV: purchase cost,w Pro-ZEV: maintenance cost,w Pro-ZEV: climate change,w Pro-ZEV: oil imports,w Pro-ZEV: money to oil producers,w Pro-ZEV: air quality,w Pro-ZEV: home charge convenience,w Pro-ZEV: incentives,Non-ZEV: unfamiliar technology,Non-ZEV: electricity supply,Non-ZEV: vehicle safety,Non-ZEV: no home charge or fuel,Non-ZEV: limited fuel network,Non-ZEV: looks,Non-ZEV: impression,Non-ZEV: purchase cost,Non-ZEV: maintenance cost,Non-ZEV: fuel cost,Non-ZEV: lifestyle,Non-ZEV: charge/fuel time,Non-ZEV: range,Non-ZEV: fuel safety,Non-ZEV: enviormental concerns,Non-ZEV: battery concerns,Non-ZEVs: reliability,Non-ZEVs: higher incentives,w Non-ZEV: total,w Non-ZEV: unfamiliar technology,w Non-ZEV: electricity supply,w Non-ZEV: vehicle safety,w Non-ZEV: no home charge or fuel,w Non-ZEV: limited fuel network,w Non-ZEV: looks,w Non-ZEV: impression,w Non-ZEV: purchase cost,w Non-ZEV: maintenance cost,w Non-ZEV: fuel cost,w Non-ZEV: lifestyle,w Non-ZEV: charge/fuel time,w Non-ZEV: range,w Non-ZEV: fuel safety,w Non-ZEV: environmental concerns,w Non-ZEV: battery concerns,w Non-ZEV: reliability,w Non-ZEV: higher incentives
80,PHEV,,,,PHEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Male,Male,Male,"$200,000 to $249,999","$200,000 to 249,999",33000,0,24,24,0,9000,Month,9000,9000,120,Month,120,120,Every day we decide who will drive the car or who will drive which car,No,Garage (attached to your home or freestanding),On the Street,Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","No, neither one",Yes,No,Yes. I've seen them at several places.,Yes,Very interested,"Shopped for an electric vehicle, including a visit to at least one dealership to test drive",Gathered info to shopped to own,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",Yes,Midsize,Midsize,2.84,2.91,2.92,2.78,2.86,2.84,2.91,2.92,2.78,2.86,-2.8,-1.52,-2.87,-2.95,-2.8,-1.52,-2.87,-2.95,2.9,0,1.53,0.62,2.61,5.7,0,2.9,0,1.53,0.62,2.61,,0,-2.95,-1.23,0,1.14,5.7,0,-2.95,-1.23,0,1.14,,0,0,0,0,0,1.12,1.12,0,0,2.86,2.86,2.03,2.03,2.87,2.87,2.38,2.38,2.86,2.86,0.9791604275,0.05649981,-0.482182774,-0.140897984,-0.169294309,-0.235601366,0.4944785363,0.5836415791,-0.542047315,-0.218060881,-0.558265202,0.7028817071,0.8721562792,0.8558265468,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
90,Gas,,,,Gas,High School Graduate or GED,High school or less,Male,Male,Male,"Under $10,000","$0 to 9,999",,1,,,1,300,Month,300,300,250,Month,250,250,"I'm the only driver, so this question doesn't really apply to me",No,Garage (attached to your home or freestanding),,Yes,No,No,No,Yes,No,No,My household could make such an installation on its own authority.,"No, we don't have natural gas","No, neither one",No,No,I'm not sure whether I've seen any or not.,No,A little interested,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,No,Midsize,Midsize,2.47,2.52,1.52,1.42,1.96,2.47,2.52,1.52,1.42,1.96,-2.86,-2.52,-2.63,-2.33,-2.86,-2.52,-2.63,-2.33,-1.67,-1.48,-1.06,-1.07,-0.81,5.7,-0.84,-1.67,-1.48,-1.06,-1.07,-0.81,,-0.84,-0.79,-1.14,5.7,-0.92,-0.91,-0.77,-0.79,-1.14,,-0.92,-0.91,-0.77,2.03,2.03,2.08,2.08,0,0,0,0,0,0,0.2,0.2,0,0,0,0,,,0.4224858413,-0.25190035,-0.089796762,-0.575899047,-0.4926668,-1.093182862,-0.722107634,-1.097880327,-0.955606046,-0.55156662,0.6420064243,-0.594397966,1.922395112,-0.542345976,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
93,,,,FCV,FCV,High School Graduate or GED,High school or less,Male,Male,Male,"$50,000 to 74,999","$50,000 to 74,999",,0,200,,0,5000,Week,20000,,80,Week,320,320,Every day we decide who will drive the car or who will drive which car,Yes,Garage (attached to your home or freestanding),,Yes,No,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"No, we don't have natural gas","Yes, but only hydrogen",No,No,No. I haven't seen any.,No,Interested,"Started to gather some information, but haven not really gotten serious yet",Gathered info to shopped to own,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",No,Midsize,Midsize,4.125,-0.99,1.84,1.9,-1.32,,-0.99,1.84,1.9,-1.32,-1.22,1.84,1.5,-1.12,-1.22,1.84,1.5,-1.12,1.7,-0.68,4.125,4.125,1.7,1.8,-0.58,1.7,-0.68,,,1.7,1.8,-0.58,4.125,1.63,1.26,-0.68,2,-0.31,,1.63,1.26,-0.68,2,-0.31,-1.46,-1.46,1.53,1.53,1.23,1.23,1.53,1.53,0.16,0.16,2.17,2.17,1.43,1.43,2.04,2.04,2.27,2.27,-0.192649564,-0.093592814,0.7445848823,1.2034368209,0.8912225794,-0.118139772,0.0448713845,-0.077803833,-0.169653085,0.5503670684,1.343975108,0.2431832149,1.7115390734,0.6635616225,2,1,1,1,2,1,1,1,1,2,2,2,1,4,2,3,2,1,1,1,2,1,1,1,1,2,2,2,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
104,EV,,,,EV,College Graduate,College Graduate,Male,Male,Male,"$50,000 to 74,999","$50,000 to 74,999",40000,0,,,1,,,,,80,Week,320,320,"I'm the only driver, so this question doesn't really apply to me",Yes,"Carport (Covered, but not fully enclosed)",,Yes,No,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,I'm not sure whether I've seen any or not.,No,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Compact,Compact,1.6,2.47,2.18,1.75,2.41,1.6,2.47,2.18,1.75,2.41,0.84,1.54,2.04,1.38,0.84,1.54,2.04,1.38,1.98,1.62,2.02,4.125,4.125,2.37,5.7,1.98,1.62,2.02,,,2.37,,1.97,2.15,5.7,2.72,4.125,2.38,1.97,2.15,,2.72,,2.38,2.35,2.35,2.34,2.34,2.28,2.28,2.4,2.4,1.17,1.17,2.47,2.47,2.21,2.21,1.72,1.72,1.2,1.2,0.67356142,-0.487495129,2.0631561602,0.8129380276,1.3435884485,0.3094110704,0.8529155309,0.0266779305,0.7787507076,0.9428270785,0.804538186,0.7946442433,2.1520948723,-0.398461038,4,1,0,3,2,5,0,0,0,0,0,0,0,0,0,0,4,1,0,3,2,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
113,PHEV,,,,PHEV,College Graduate,College Graduate,Male,Male,Male,"$100,000 to 149,999","$100,000 to 149,999",33000,0,,,,,,,,,,,,"I have my car; they have their car. In general, we don't switch or swap",No,Driveway (Not Covered),Driveway (Not Covered),No,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at one place.,Yes,Not interested,I (we) already have a vehicle powered by electricity,Gathered info to shopped to own,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,Yes,Compact,Compact,2.77,2.91,2.92,2.89,4.125,2.77,2.91,2.92,2.89,,-1.58,1.96,2.85,-2.98,-1.58,1.96,2.85,-2.98,2.92,-3,1.25,2.88,1.81,-3,-1.38,2.92,-3,1.25,2.88,1.81,-3,-1.38,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-2.96,-2.96,-2.91,-2.91,2.91,2.91,-2.91,-2.91,2.88,2.88,2.83,2.83,2.79,2.79,2.87,2.87,2.85,2.85,0.8142852218,0.3622598479,0.2037837635,1.7149090265,-1.68312535,1.1814806053,-0.413534469,0.3423848106,0,0,0,0.945419001,-0.786541241,0.6332573632,0,0,2,3,0,0,0,3,0,3,4,5,5,5,0,0,0,0,2,3,0,0,0,3,0,3,4,5,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
126,PHEV,,,,PHEV,Some College,Some College,Female,Female,Female,"$50,000 to 74,999","$50,000 to 74,999",16000,0,33.5,33.5,0,350,Month,350,350,100,Month,100,100,"Each driver has their usual car, but at least once a week someone in the household will drive a different car",No,Garage (attached to your home or freestanding),Driveway (Not Covered),Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas",I'm not sure,No,No,Yes. I've seen them at a few places.,Yes,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Large,Large,2.75,-2.79,0,-2.82,-2.74,2.75,-2.79,0,-2.82,-2.74,-2.81,-2.03,-2.79,-2.76,-2.81,-2.03,-2.79,-2.76,1.53,4.125,4.125,2.73,4.125,4.125,0,1.53,,,2.73,,,0,4.125,4.125,4.125,2.67,4.125,4.125,,,,2.67,,,4.125,,4.125,,2.52,2.52,4.125,,2.11,2.11,-2.47,-2.47,4.125,,0,0,4.125,,-2.016785395,-0.051355261,-0.335733807,-0.341923974,-0.344456924,0.933853798,0.1673128283,0.0766668792,0.238284802,0.1374358194,-0.263325228,-1.59198476,-0.044037345,0.0372486578,2,0,0,5,0,0,0,0,1,3,0,1,1,5,0,0,2.1783222317,0,0,5.4458055793,0,0,0,0,1.0891611159,3.2674833476,0,1.0891611159,1.0891611159,5.4458055793,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
127,EV,,,,EV,College Graduate,College Graduate,Male,Male,Male,"$100,000 to 149,999","$100,000 to 149,999",45000,0,25.5,25.5,0,300,Week,1200,1200,50,Week,200,200,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",Yes,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, but only electricity",Yes,No,Yes. I've seen them at a few places.,Yes,Very interested,"Shopped for an electric vehicle, including a visit to at least one dealership to test drive",Gathered info to shopped to own,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,No,Large,Large,-1.15,1.63,0.95,1.97,-1.73,-1.15,1.63,0.95,1.97,-1.73,-1.24,2.74,-1.96,-2.92,-1.24,2.74,-1.96,-2.92,2.23,1.71,1.99,2.81,-0.86,0.56,1.37,2.23,1.71,1.99,2.81,-0.86,0.56,1.37,-2.82,-2.98,-2.93,1.48,2.13,1.78,-2.82,-2.98,-2.93,1.48,2.13,1.78,-1.76,-1.76,-2.33,-2.33,1.87,1.87,2.38,2.38,2.13,2.13,2.17,2.17,1.12,1.12,2.06,2.06,2.23,2.23,0.4243695815,-1.240070336,-0.649916052,1.488319222,0.3455804119,1.0782010836,0.9035079084,-1.220530594,1.2554132761,-2.132934276,-0.264098924,0.3334438784,-0.49685227,0.4551974058,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
135,EV,,,,EV,College Graduate,College Graduate,Female,Female,Female,"$75,000 to 99,999","$75,000 to 99,999",15000,0,20,20,0,200,Week,800,800,40,Week,160,160,Every day we decide who will drive the car or who will drive which car,Yes,Driveway (Not Covered),,No,No,No,No,Yes,No,No,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at several places.,Yes,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Large,Large,2.92,2.92,2.89,2.89,-2.93,2.92,2.92,2.89,2.89,-2.93,-2.96,-2.95,-2.91,-2.95,-2.96,-2.95,-2.91,-2.95,0,-2.89,0,-2.91,2.94,0,0,0,-2.89,0,-2.91,2.94,0,0,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-2.96,-2.96,-2.99,-2.99,2.91,2.91,0,0,2.99,2.99,2.79,2.79,0,0,5.7,,2.89,2.89,0.4447998079,1.0029626837,-0.336719163,-0.639263157,0.3906014471,-2.291312424,-1.032355373,0.8817869497,0,0,0,0.3497407227,-0.849333549,0.9387999973,5,2,0,5,0,5,0,2,0,0,5,0,0,5,0,1,5.4458055793,2.1783222317,0,5.4458055793,0,5.4458055793,0,2.1783222317,0,0,5.4458055793,0,0,5.4458055793,0,1.0891611159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0981937976
137,PHEV,,,,PHEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Female,Female,Female,"$200,000 to $249,999","$200,000 to 249,999",33000,0,22,22,0,500,Month,500,500,40,Week,160,160,"Each driver has their usual car, but at least once a week someone in the household will drive a different car",Yes,Garage (attached to your home or freestanding),Driveway (Not Covered),Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,No. I haven't seen any.,No,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Compact,Compact,2.81,0,0,0,-3,2.81,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2.82,-1.08,4.125,4.125,4.125,0,0,2.82,-1.08,,,,0,0,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-3,-3,-3,-3,0,0,0,0,1.23,1.23,1.28,1.28,2.85,2.85,2.94,2.94,1.94,1.94,-0.901005252,0.100691514,-0.369833827,-0.658581338,0.023883183,0.0354170626,0.0766603702,0.1627462264,0,0,0,0.3168454363,-0.891827353,0.2134731233,5,0,5,5,0,0,0,0,5,0,0,0,0,5,5,0,5.4458055793,0,5.4458055793,5.4458055793,0,0,0,0,5.4458055793,0,0,0,0,5.4458055793,5.4458055793,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
139,EV,,,,EV,College Graduate,College Graduate,Male,Male,Male,"$100,000 to 149,999","$100,000 to 149,999",25500,0,40,40,0,950,Month,950,950,60,Month,60,60,"I'm the only driver, so this question doesn't really apply to me",Yes,Driveway (Not Covered),Driveway (Not Covered),No,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas",I'm not sure,Yes,No,Yes. I've seen them at several places.,Yes,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Compact,Compact,2.71,2.71,2.73,2.74,4.125,2.71,2.71,2.73,2.74,,-3,-2.95,-3,-3,-3,-2.95,-3,-3,0.86,0,1.92,1.1,1.15,0,2.46,0.86,0,1.92,1.1,1.15,0,2.46,4.125,4.125,4.125,4.125,4.125,0,,,,,,0,-1.77,-1.77,-1.97,-1.97,-1.41,-1.41,0,0,0.86,0.86,1.45,1.45,-2.74,-2.74,0.83,0.83,0.71,0.71,0.7336165386,0.2926271419,-0.375773146,-0.641652484,0.3131638152,0.0945839512,0.1200399006,-0.082112716,-0.458959444,-0.203067636,0.0446636427,-0.69144267,-0.379794613,-0.239757199,3,1,2,3,1,1,1,1,1,2,4,2,2,3,2,1,3,1,2,3,1,1,1,1,1,2,4,2,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
152,HEV,,,,HEV,College Graduate,College Graduate,Female,Female,Female,"$25,000 to 34,999","$25,000 to 34,999",32000,0,23,23,0,1000,Month,1000,1000,60,Week,240,240,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",Yes,Driveway (Not Covered),"Carport (Covered, but not fully enclosed)",Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at several places.,Yes,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Compact,Compact,2.64,0,0.57,0.63,-1.57,2.64,0,0.57,0.63,-1.57,-1.05,-1.27,-2.42,-3,-1.05,-1.27,-2.42,-3,1.5,0.88,-0.4,0.21,0,1.16,0.94,1.5,0.88,-0.4,0.21,0,1.16,0.94,0.52,0.24,4.125,4.125,2.95,1.43,0.52,0.24,,,2.95,1.43,-2.31,-2.31,-1.28,-1.28,1.3,1.3,0.88,0.88,1.83,1.83,1.82,1.82,1.91,1.91,2.64,2.64,2.05,2.05,-0.540737652,-0.081834344,-0.262149782,0.1098464218,0.77321325,-0.570430096,0.4693685625,-0.826096061,0.9259188377,-0.115653352,0.7133537468,0.4161731044,0.10002529,0.3132144472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,16.472906964,0,3.2945813927,5.4909689878,2.1963875951,4.3927751903,0,1.0981937976,0,0,0,0,0,0,0,0,0,0,
157,Gas,,,,Gas,Some College,Some College,Female,Female,Female,"$35,000 to 49,999","$35,000 to 49,999",,1,,,1,50,Week,200,200,85,Month,85,85,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",No,Driveway (Not Covered),Driveway (Not Covered),No,Yes,Yes,No,No,No,220V,My household would need permission from some other person or group.,"Yes, we do have natural gas",I'm not sure,No,No,I'm not sure whether I've seen any or not.,No,Not interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I'm Not Sure,Large,Large,0.49,-1.31,-0.58,4.125,4.125,0.49,-1.31,-0.58,,,-2.13,-1.33,4.125,4.125,-2.13,-1.33,,,4.125,4.125,2.85,1.68,1.81,1.41,1.73,,,2.85,1.68,1.81,1.41,1.73,-2.59,2.42,2.23,1.96,0.43,1.99,-2.59,2.42,2.23,1.96,0.43,1.99,4.125,,4.125,,4.125,,4.125,,2.21,2.21,1.75,1.75,0,0,2.29,2.29,1.19,1.19,-0.990816935,-1.26418841,-0.091168324,-0.075615295,0.9070778198,0.3406814365,-0.027967012,0.1053841651,0.0807912867,1.2412140643,-0.732576157,0.1590508047,-0.155183509,-0.250441012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,1,2,4,0,0,2,3,2,1,2,3,0,2,0,0,32.945813927,1.0981937976,3.2945813927,4.3927751903,1.0981937976,2.1963875951,4.3927751903,0,0,2.1963875951,3.2945813927,2.1963875951,1.0981937976,2.1963875951,3.2945813927,0,2.1963875951,0,
158,HEV,,,,HEV,Prefer not to answer,,Male,Male,Male,"Under $10,000","$0 to 9,999",,1,,,,,,,,,,,,"Each driver has their usual car, but less than once a week someone in the household will drive a different car",No,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, but only electricity",Yes,No,Yes. I've seen them at several places.,Yes,Not interested,I (we) already have a vehicle powered by electricity,Gathered info to shopped to own,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,No,Midsize,Midsize,4.125,4.125,2.78,2.49,4.125,,,2.78,2.49,,-0.15,2.49,0,-3,-0.15,2.49,0,-3,2.43,0,0.14,0,2.36,-2.98,-1.29,2.43,0,0.14,0,2.36,-2.98,-1.29,-1.87,4.125,-0.34,2.74,4.125,4.125,-1.87,,-0.34,2.74,,,-3,-3,-3,-3,-0.34,-0.34,4.125,,2.59,2.59,2.71,2.71,0,0,2.74,2.74,2.78,2.78,0.6411437472,0.2512256973,-0.196634284,1.6912260559,-1.456834986,-0.489333847,0.5278222587,0.5058005618,0.1076624445,-0.291573656,-0.336400161,0.3142453483,-0.860299751,0.8692490947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
160,PHEV,,,,PHEV,High School Graduate or GED,High school or less,Female,Female,Female,"$50,000 to 74,999","$50,000 to 74,999",40000,0,400,,0,299,Week,1196,1196,250,,1000,1000,"I'm the only driver, so this question doesn't really apply to me",Yes,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,No,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",No,No,Yes. I've seen them at a few places.,Yes,Very interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Large,Large,2.28,-2.33,-1.8,-2.55,-1.38,2.28,-2.33,-1.8,-2.55,-1.38,-1.74,0.13,-0.57,-0.9,-1.74,0.13,-0.57,-0.9,0.89,0.89,0.41,-0.6,-0.68,0,0,0.89,0.89,0.41,-0.6,-0.68,0,0,-0.34,-0.15,0,0,-0.26,0,-0.34,-0.15,0,0,-0.26,0,-1.88,-1.88,-1.63,-1.63,0,0,0.47,0.47,0.33,0.33,0.38,0.38,0.19,0.19,0.13,0.13,0,0,-1.80820445,-0.894570099,0.6219387857,0.3346624376,0.2272865151,-0.847045588,0.3809710462,-1.060383089,-0.588049873,-0.031992685,0.571870455,-0.50430402,-0.206063115,-0.868190436,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,5.4458055793,5.4458055793,5.4458055793,5.4458055793,5.4458055793,5.4458055793,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
